PL_01x01
i        j       Height(m a.s.l.)
119      22      2.70600E+02
119      23      2.57200E+02
119      24      2.62400E+02
119      25      2.76500E+02
119      26      2.88200E+02
119      27      3.04100E+02
119      28      3.12400E+02
119      29      2.73600E+02
119      30      2.19900E+02
119      31      2.00700E+02
119      32      2.03900E+02
119      33      2.16400E+02
119      34      2.17800E+02
119      35      2.02000E+02
119      36      1.98700E+02
119      37      2.06800E+02
119      38      2.02000E+02
119      39      1.86000E+02
119      40      1.74800E+02
119      41      1.73300E+02
119      42      1.74100E+02
119      43      1.71800E+02
119      44      1.68400E+02
119      45      1.65400E+02
119      46      1.65200E+02
119      47      1.68100E+02
119      48      1.61800E+02
119      49      1.48200E+02
119      50      1.48900E+02
119      51      1.61000E+02
119      52      1.65500E+02
119      53      1.66600E+02
119      54      1.71800E+02
119      55      1.74400E+02
119      56      1.67900E+02
119      57      1.54800E+02
119      58      1.53800E+02
119      59      1.64300E+02
119      60      1.64100E+02
119      61      1.50700E+02
119      62      1.46700E+02
119      63      1.69700E+02
119      64      1.80700E+02
119      65      1.59500E+02
119      66      1.40700E+02
119      67      1.27300E+02
119      68      1.17700E+02
119      69      1.22600E+02
119      70      1.33700E+02
119      71      1.37800E+02
119      72      1.23700E+02
119      73      1.03400E+02
119      74      1.07700E+02
119      75      1.14500E+02
119      76      1.02200E+02
119      77      9.07400E+01
119      78      7.98100E+01
119      79      6.60800E+01
119      80      5.66900E+01
119      81      6.02700E+01
119      82      7.52200E+01
119      83      8.64000E+01
119      84      8.94900E+01
119      85      8.85700E+01
119      86      8.26300E+01
119      87      7.79200E+01
119      88      7.93700E+01
119      89      7.62400E+01
119      90      6.66900E+01
119      91      5.69100E+01
119      92      4.54600E+01
119      93      3.01000E+01
119      94      1.53300E+01
119      95      9.06300E+00
119      96      1.11900E+01
119      97      1.21900E+01
119      98      6.58700E+00
119      99      6.47000E-01
119      100     0.00000E+00
119      101     1.06400E-02
119      102     0.00000E+00
119      103     8.24300E-03
119      104     1.09900E-02
120      1       3.84100E+02
120      2       4.54600E+02
120      3       4.46500E+02
120      4       5.81400E+02
120      5       8.29600E+02
120      6       6.63300E+02
120      7       3.98500E+02
120      8       3.47700E+02
120      9       5.05900E+02
120      10      7.41300E+02
120      11      8.66700E+02
120      12      9.84900E+02
120      13      1.14700E+03
120      14      1.18900E+03
120      15      1.12100E+03
120      16      9.46600E+02
120      17      6.68700E+02
120      18      4.71600E+02
120      19      3.85100E+02
120      20      3.29400E+02
120      21      2.92700E+02
120      22      2.63000E+02
120      23      2.59200E+02
120      24      2.80700E+02
120      25      2.96600E+02
120      26      3.03500E+02
120      27      3.04900E+02
120      28      2.89100E+02
120      29      2.48100E+02
120      30      2.09100E+02
120      31      1.93600E+02
120      32      1.99600E+02
120      33      2.20200E+02
120      34      2.18000E+02
120      35      1.95900E+02
120      36      1.95000E+02
120      37      2.00900E+02
120      38      1.94700E+02
120      39      1.86100E+02
120      40      1.81600E+02
120      41      1.82400E+02
120      42      1.78900E+02
120      43      1.71300E+02
120      44      1.68100E+02
120      45      1.64700E+02
120      46      1.65800E+02
120      47      1.69700E+02
120      48      1.59700E+02
120      49      1.47000E+02
120      50      1.45000E+02
120      51      1.53800E+02
120      52      1.63600E+02
120      53      1.68800E+02
120      54      1.77000E+02
120      55      1.79600E+02
120      56      1.72400E+02
120      57      1.63200E+02
120      58      1.62000E+02
120      59      1.65700E+02
120      60      1.68500E+02
120      61      1.62500E+02
120      62      1.42300E+02
120      63      1.39900E+02
120      64      1.53500E+02
120      65      1.47800E+02
120      66      1.34400E+02
120      67      1.27100E+02
120      68      1.19700E+02
120      69      1.22300E+02
120      70      1.32000E+02
120      71      1.31500E+02
120      72      1.19000E+02
120      73      1.02200E+02
120      74      9.83500E+01
120      75      1.04600E+02
120      76      9.83600E+01
120      77      8.32400E+01
120      78      7.76100E+01
120      79      7.49100E+01
120      80      6.37600E+01
120      81      5.60900E+01
120      82      6.12900E+01
120      83      7.02300E+01
120      84      7.67800E+01
120      85      8.06900E+01
120      86      7.78800E+01
120      87      7.13500E+01
120      88      7.18300E+01
120      89      7.63700E+01
120      90      7.11800E+01
120      91      5.67500E+01
120      92      4.13000E+01
120      93      2.62100E+01
120      94      1.36000E+01
120      95      8.34600E+00
120      96      9.07000E+00
120      97      1.09300E+01
120      98      8.46600E+00
120      99      2.30100E+00
120      100     0.00000E+00
120      101     0.00000E+00
120      102     3.13000E-04
120      103     8.24300E-03
120      104     1.09900E-02
121      1       3.88800E+02
121      2       4.65500E+02
121      3       5.19000E+02
121      4       6.74700E+02
121      5       8.08800E+02
121      6       6.07900E+02
121      7       4.31000E+02
121      8       4.64100E+02
121      9       6.56400E+02
121      10      9.29500E+02
121      11      1.10500E+03
121      12      1.11400E+03
121      13      1.11200E+03
121      14      1.12300E+03
121      15      1.00500E+03
121      16      7.97700E+02
121      17      5.75700E+02
121      18      4.28900E+02
121      19      3.80600E+02
121      20      3.32100E+02
121      21      2.81100E+02
121      22      2.55500E+02
121      23      2.76400E+02
121      24      3.20800E+02
121      25      3.30300E+02
121      26      3.11300E+02
121      27      2.82800E+02
121      28      2.53000E+02
121      29      2.25800E+02
121      30      2.03600E+02
121      31      1.91500E+02
121      32      1.96300E+02
121      33      2.14100E+02
121      34      2.04700E+02
121      35      1.86400E+02
121      36      1.95200E+02
121      37      1.96500E+02
121      38      1.89000E+02
121      39      1.88200E+02
121      40      1.86900E+02
121      41      1.89700E+02
121      42      1.86200E+02
121      43      1.74100E+02
121      44      1.68600E+02
121      45      1.66300E+02
121      46      1.66400E+02
121      47      1.65700E+02
121      48      1.58600E+02
121      49      1.54900E+02
121      50      1.50000E+02
121      51      1.50700E+02
121      52      1.62000E+02
121      53      1.71000E+02
121      54      1.77700E+02
121      55      1.78700E+02
121      56      1.75100E+02
121      57      1.75600E+02
121      58      1.77200E+02
121      59      1.77100E+02
121      60      1.82200E+02
121      61      1.75800E+02
121      62      1.47800E+02
121      63      1.29700E+02
121      64      1.31600E+02
121      65      1.33400E+02
121      66      1.29200E+02
121      67      1.24800E+02
121      68      1.19600E+02
121      69      1.19000E+02
121      70      1.25700E+02
121      71      1.29400E+02
121      72      1.27600E+02
121      73      1.19200E+02
121      74      1.04100E+02
121      75      9.99200E+01
121      76      9.77000E+01
121      77      8.30900E+01
121      78      7.70800E+01
121      79      7.88300E+01
121      80      7.22200E+01
121      81      6.34300E+01
121      82      6.00500E+01
121      83      6.04900E+01
121      84      6.38900E+01
121      85      6.92700E+01
121      86      7.04500E+01
121      87      6.39900E+01
121      88      6.46300E+01
121      89      7.53800E+01
121      90      7.27500E+01
121      91      5.39000E+01
121      92      3.68600E+01
121      93      2.63900E+01
121      94      1.86900E+01
121      95      1.52000E+01
121      96      1.45600E+01
121      97      1.31200E+01
121      98      9.46100E+00
121      99      4.10800E+00
121      100     3.57000E-01
121      101     2.07000E-01
121      102     3.68100E-01
121      103     5.87300E-01
121      104     7.47600E-01
122      1       3.89900E+02
122      2       4.73400E+02
122      3       6.37600E+02
122      4       8.25700E+02
122      5       7.43500E+02
122      6       5.23200E+02
122      7       5.51500E+02
122      8       6.83200E+02
122      9       7.75300E+02
122      10      9.78800E+02
122      11      1.24500E+03
122      12      1.21400E+03
122      13      1.07300E+03
122      14      1.06700E+03
122      15      9.26400E+02
122      16      6.74500E+02
122      17      4.87200E+02
122      18      3.85300E+02
122      19      3.63400E+02
122      20      3.28500E+02
122      21      2.66400E+02
122      22      2.42100E+02
122      23      2.77800E+02
122      24      3.27000E+02
122      25      3.25300E+02
122      26      2.82900E+02
122      27      2.47300E+02
122      28      2.33400E+02
122      29      2.21100E+02
122      30      2.03200E+02
122      31      1.89100E+02
122      32      1.88100E+02
122      33      1.98300E+02
122      34      1.89300E+02
122      35      1.86200E+02
122      36      2.03500E+02
122      37      1.99100E+02
122      38      1.90800E+02
122      39      1.93600E+02
122      40      1.90600E+02
122      41      1.88500E+02
122      42      1.87200E+02
122      43      1.78200E+02
122      44      1.69400E+02
122      45      1.67200E+02
122      46      1.65400E+02
122      47      1.61000E+02
122      48      1.59500E+02
122      49      1.60500E+02
122      50      1.55400E+02
122      51      1.55100E+02
122      52      1.64700E+02
122      53      1.71100E+02
122      54      1.74500E+02
122      55      1.75200E+02
122      56      1.73200E+02
122      57      1.79000E+02
122      58      1.85700E+02
122      59      1.86300E+02
122      60      1.87200E+02
122      61      1.74400E+02
122      62      1.49200E+02
122      63      1.33800E+02
122      64      1.27400E+02
122      65      1.26000E+02
122      66      1.25100E+02
122      67      1.21500E+02
122      68      1.21100E+02
122      69      1.19300E+02
122      70      1.18100E+02
122      71      1.31500E+02
122      72      1.51000E+02
122      73      1.44100E+02
122      74      1.14500E+02
122      75      1.04200E+02
122      76      9.90400E+01
122      77      8.23600E+01
122      78      7.82100E+01
122      79      8.05300E+01
122      80      7.72100E+01
122      81      7.25300E+01
122      82      6.79300E+01
122      83      6.30400E+01
122      84      5.94100E+01
122      85      5.86500E+01
122      86      5.84600E+01
122      87      5.39700E+01
122      88      5.80600E+01
122      89      7.19900E+01
122      90      6.90200E+01
122      91      4.87000E+01
122      92      3.36800E+01
122      93      3.03000E+01
122      94      2.82300E+01
122      95      2.43800E+01
122      96      2.01600E+01
122      97      1.42100E+01
